acno,sex,brth_dt,age,exec_dt,exec_amt,cur_bal,ovrd_dvcd,,CB,SP,R,PI,NPML,PIML,,연체금액
0037202001024378,F,19920102, 30 ,20201130," 10,000,000 "," 11,118,353 ",0,,1,2,3,3,1,2,,0
0037201901353586,M,19651006, 57 ,20211105," 20,000,000 "," 10,403,015 ",0,,5,2,2,2,1,4,,0
0037201901313606,F,19800527, 42 ,20190802," 25,000,000 "," 24,641,823 ",0,,4,1,3,5,1,3,,0
0037202001038829,M,19810217, 41 ,20211204," 10,000,000 "," 14,553,748 ",0,,4,3,1,2,1,1,,0
0037201901152976,M,19830424, 39 ,20190605," 20,000,000 "," 15,430,710 ",0,,5,2,4,4,3,2,,0
0037202001066966,F,19770510, 45 ,20210404," 20,000,000 "," 13,596,991 ",0,,1,2,2,4,3,2,,0
0037201901271843,M,19690710, 53 ,20210227," 10,000,000 "," 13,296,647 ",0,,1,3,2,1,2,3,,0
0037202001032452,M,19630901, 59 ,20200526," 50,000,000 "," 6,174,652 ",1,,9,9,6,6,6,6,,6174652
0037202001070279,F,19841226, 38 ,20201210," 45,000,000 "," 13,456,045 ",0,,4,4,3,5,2,5,,0
0037201901126869,M,19740409, 48 ,20191115," 3,000,000 "," 8,959,884 ",0,,1,3,5,4,1,2,,0
0037202001150010,M,19830412, 39 ,20201018," 30,000,000 "," 24,009,142 ",0,,4,4,3,3,2,2,,0
0037201901204773,M,19630114, 59 ,20190715," 5,000,000 "," 20,439,502 ",1,,7,6,6,9,9,6,,20439502
0037201901115340,M,19841101, 38 ,20191124," 5,000,000 "," 7,330,458 ",0,,1,3,3,1,5,2,,0
0037201901144081,M,19780225, 44 ,20200216," 45,000,000 "," 12,283,561 ",0,,3,2,1,1,2,3,,0
0037202001006221,F,19610806, 61 ,20190930," 10,000,000 "," 19,833,564 ",0,,5,2,4,5,1,5,,0
0037202001008896,M,19730218, 49 ,20190721," 45,000,000 "," 17,942,157 ",0,,5,1,4,2,2,2,,0
0037201901484335,M,19741107, 48 ,20191222," 20,000,000 "," 10,300,609 ",0,,5,3,2,4,4,1,,0
0037202001096083,M,19791103, 43 ,20211127," 45,000,000 "," 1,684,280 ",0,,1,4,1,3,5,5,,0
0037201901177950,M,19630209, 59 ,20190309," 10,000,000 "," 25,462,788 ",0,,3,3,3,2,3,4,,0
0037201901109644,F,19570116, 65 ,20210920," 25,000,000 "," 21,449,721 ",0,,1,2,3,5,3,4,,0
0037201901146250,F,19661227, 56 ,20190407," 3,000,000 "," 13,581,801 ",0,,3,5,5,4,2,2,,0
0037201901169579,M,19770719, 45 ,20210801," 25,000,000 "," 21,078,183 ",0,,2,4,1,5,2,3,,0
0037201901438410,M,19621112, 60 ,20190617," 50,000,000 "," 16,951,954 ",0,,3,4,3,3,1,4,,0
0037201901425360,M,19870727, 35 ,20200413," 40,000,000 "," 17,208,211 ",0,,3,2,3,4,4,1,,0
0037202001013621,F,19690415, 53 ,20200418," 45,000,000 "," 26,026,601 ",0,,1,1,2,3,4,4,,0
0037202001257613,M,19951202, 27 ,20200406," 10,000,000 "," 25,907,267 ",0,,5,3,4,4,5,1,,0
0037201901227607,M,19450303, 77 ,20200213," 3,000,000 "," 5,672,816 ",0,,2,5,1,4,1,3,,0
0037201901300353,F,19790326, 43 ,20190428," 10,000,000 "," 29,067,500 ",0,,4,5,3,2,3,3,,0
0037202001188210,F,19710218, 51 ,20200702," 1,500,000 "," 12,536,203 ",0,,3,2,5,5,5,1,,0
0037201901157028,M,19640521, 58 ,20190910," 20,000,000 "," 24,645,694 ",1,,7,7,7,10,8,7,,24645694
0037202001280259,F,19600302, 62 ,20200113," 20,000,000 "," 26,902,540 ",0,,2,5,1,3,3,1,,0
0037202001127923,M,19911103, 31 ,20210105," 5,000,000 "," 10,544,859 ",0,,3,5,3,1,2,5,,0
0037202001220171,M,19731120, 49 ,20200731," 20,000,000 "," 15,555,781 ",0,,5,2,3,4,1,1,,0
0037201901227538,M,19650828, 57 ,20210112," 45,000,000 "," 4,900,874 ",0,,3,1,1,4,5,5,,0
0037201901326259,F,19680720, 54 ,20211021," 50,000,000 "," 24,969,236 ",1,,8,10,9,8,7,6,,24969236
0037202001215005,M,19730120, 49 ,20200619," 40,000,000 "," 20,707,153 ",0,,1,3,1,1,5,1,,0
0037201901441470,F,19720404, 50 ,20210702," 40,000,000 "," 4,603,600 ",0,,3,5,3,4,5,3,,0
0037202001138431,M,19790922, 43 ,20191209," 3,000,000 "," 19,211,612 ",1,,6,8,9,6,8,8,,19211612
0037201901165469,F,19560809, 66 ,20210321," 3,000,000 "," 29,132,379 ",0,,1,4,3,4,5,4,,0
0037201901116947,M,19830916, 39 ,20211226," 5,000,000 "," 27,819,389 ",0,,3,5,3,4,1,5,,0
0037201901307567,M,19861111, 36 ,20190305," 25,000,000 "," 9,586,266 ",0,,3,4,5,5,4,3,,0
0037202001313908,F,19570306, 65 ,20190831," 3,000,000 "," 18,127,742 ",0,,3,4,1,2,2,2,,0
0037201901308067,F,19691022, 53 ,20190627," 40,000,000 "," 27,621,471 ",0,,5,1,2,3,3,4,,0
0037201901414453,F,19681007, 54 ,20210411," 50,000,000 "," 11,092,016 ",0,,3,2,1,2,2,3,,0
0037201901097853,F,19650516, 57 ,20210204," 40,000,000 "," 6,672,004 ",0,,4,3,2,4,4,5,,0
0037201901323356,M,19700805, 52 ,20201004," 50,000,000 "," 29,373,759 ",0,,3,5,2,2,3,5,,0
0037201901122989,M,19740827, 48 ,20200701," 1,500,000 "," 11,837,381 ",0,,5,2,5,5,3,5,,0
0037201901196920,F,19670320, 55 ,20191120," 10,000,000 "," 11,331,734 ",0,,5,3,3,5,5,1,,0
0037202001242067,M,19630101, 59 ,20191201," 20,000,000 "," 11,010,834 ",0,,1,5,5,3,5,1,,0
0037201901101685,F,19671107, 55 ,20210304," 3,000,000 "," 27,436,575 ",0,,5,5,3,2,3,1,,0
0037201901099544,F,19610219, 61 ,20200114," 10,000,000 "," 3,148,948 ",0,,4,3,1,4,3,3,,0
0037202001073669,F,19560211, 66 ,20190921," 50,000,000 "," 21,526,400 ",0,,2,1,2,1,3,3,,0
0037202001185452,M,19530328, 69 ,20210412," 50,000,000 "," 13,912,500 ",0,,2,1,4,5,3,3,,0
0037201901144519,F,19940212, 28 ,20211004," 1,500,000 "," 16,263,000 ",0,,5,2,2,2,5,4,,0
0037202001017132,M,19770204, 45 ,20190116," 1,500,000 "," 4,124,679 ",0,,4,2,5,4,2,4,,0
0037202001237029,M,19751122, 47 ,20200207," 45,000,000 "," 16,974,468 ",0,,1,4,1,1,2,1,,0
0037201901222957,F,19820325, 40 ,20200618," 10,000,000 "," 1,176,628 ",0,,5,4,2,4,5,5,,0
0037201901223111,M,19790518, 43 ,20210304," 3,000,000 "," 6,477,847 ",0,,1,3,1,3,4,4,,0
0037202001046808,M,19710320, 51 ,20211109," 5,000,000 "," 14,594,611 ",0,,4,1,1,5,2,2,,0
0037201901102521,M,19670728, 55 ,20210325," 1,500,000 "," 27,953,399 ",0,,5,1,5,5,3,1,,0
0037201901091580,F,19810207, 41 ,20190102," 5,000,000 "," 26,760,421 ",0,,3,5,3,5,1,4,,0
0037202001150170,F,19750909, 47 ,20190306," 30,000,000 "," 6,647,549 ",0,,5,5,1,4,1,3,,0
0037201901142670,F,19430724, 79 ,20210427," 5,000,000 "," 13,905,252 ",0,,5,5,1,1,1,5,,0
0037201901469384,M,19540815, 68 ,20190403," 30,000,000 "," 6,243,334 ",0,,4,4,1,5,1,5,,0
0037202001095360,M,19571124, 65 ,20200409," 1,500,000 "," 25,176,312 ",0,,1,1,4,4,1,3,,0
0037201901233769,F,19721211, 50 ,20191128," 5,000,000 "," 22,848,914 ",0,,1,2,4,5,4,2,,0
0037202001218683,F,19810628, 41 ,20191114," 40,000,000 "," 23,232,720 ",0,,1,2,5,1,3,3,,0
0037201901152380,M,19930509, 29 ,20210922," 30,000,000 "," 12,356,963 ",0,,3,1,5,5,4,3,,0
0037201901103823,M,19890912, 33 ,20211030," 30,000,000 "," 19,347,795 ",0,,4,3,1,2,5,4,,0
0037201901099638,F,19861208, 36 ,20210912," 40,000,000 "," 29,660,409 ",0,,1,4,3,5,4,1,,0
0037202001034422,M,19630604, 59 ,20200720," 30,000,000 "," 26,838,736 ",0,,5,5,5,4,2,2,,0
0037201901241641,M,19790809, 43 ,20210906," 40,000,000 "," 26,435,100 ",0,,4,4,3,5,5,4,,0
0037201901173140,F,19810303, 41 ,20210608," 30,000,000 "," 29,820,629 ",0,,3,5,4,3,2,4,,0
0037201901441613,M,19700915, 52 ,20190829," 10,000,000 "," 20,282,916 ",0,,2,2,5,3,1,4,,0
0037202001111985,F,19810303, 41 ,20210323," 50,000,000 "," 29,609,326 ",0,,3,3,3,2,1,1,,0
0037201901434296,M,19840103, 38 ,20210101," 25,000,000 "," 24,972,161 ",0,,3,1,1,5,2,4,,0
0037201901094430,F,19861209, 36 ,20211214," 3,000,000 "," 26,188,214 ",1,,8,6,10,8,6,8,,26188214
0037201901297047,F,19710518, 51 ,20190411," 30,000,000 "," 1,058,632 ",0,,4,2,2,1,2,3,,0
0037201901137544,F,19850101, 37 ,20200326," 3,000,000 "," 3,202,444 ",1,,7,10,8,10,7,10,,3202444
0037201901149150,F,19770408, 45 ,20210915," 30,000,000 "," 26,502,328 ",0,,4,1,3,2,4,2,,0
0037201901113601,M,19671030, 55 ,20190211," 25,000,000 "," 9,742,161 ",0,,5,4,2,3,5,4,,0
0037201901164528,F,19641115, 58 ,20210505," 20,000,000 "," 21,449,997 ",0,,1,1,4,1,2,3,,0
0037201901118356,M,19700704, 52 ,20190916," 3,000,000 "," 16,469,938 ",0,,1,1,2,2,1,4,,0
0037202001081459,M,19670712, 55 ,20200427," 3,000,000 "," 10,888,775 ",0,,2,4,1,1,5,5,,0
0037201901143505,M,19941020, 28 ,20210826," 50,000,000 "," 19,351,935 ",0,,2,3,4,5,3,2,,0
0037201901114612,F,19750128, 47 ,20190128," 1,500,000 "," 22,672,462 ",0,,4,1,1,2,2,1,,0
0037202001255883,M,19720917, 50 ,20190704," 45,000,000 "," 19,695,596 ",0,,2,3,2,4,5,4,,0
0037202001089488,M,19720615, 50 ,20190427," 40,000,000 "," 23,827,225 ",0,,4,4,1,5,4,3,,0
0037201901403486,F,19850609, 37 ,20201010," 40,000,000 "," 5,950,281 ",0,,2,3,2,4,2,3,,0
0037201901135970,M,19790610, 43 ,20210326," 50,000,000 "," 20,459,883 ",0,,1,3,2,4,4,4,,0
0037202001142723,F,19650920, 57 ,20200527," 25,000,000 "," 6,954,941 ",0,,1,5,3,4,1,4,,0
0037201901104955,F,19860421, 36 ,20210308," 1,500,000 "," 13,679,654 ",0,,3,5,2,5,3,5,,0
0037202001031795,M,19760305, 46 ,20201211," 20,000,000 "," 10,061,745 ",0,,2,2,2,5,2,4,,0
0037201901108889,M,19681119, 54 ,20210911," 1,500,000 "," 27,556,399 ",0,,4,5,2,3,4,2,,0
0037201901418455,M,19710328, 51 ,20210715," 1,500,000 "," 3,605,280 ",0,,2,4,3,3,4,5,,0
0037201901136931,M,19650312, 57 ,20210309," 10,000,000 "," 25,955,927 ",0,,3,1,5,1,4,4,,0
0037201901134378,M,19800124, 42 ,20200615," 5,000,000 "," 18,253,884 ",0,,4,2,3,5,3,2,,0
0037202001181238,F,19650925, 57 ,20191019," 30,000,000 "," 29,129,649 ",0,,4,5,3,5,3,1,,0
0037201901114329,M,19870515, 35 ,20210820," 25,000,000 "," 19,692,247 ",0,,1,5,2,1,4,3,,0
0037201901334427,F,19610323, 61 ,20200420," 40,000,000 "," 2,773,305 ",0,,3,4,5,1,5,3,,0
0037201901098213,M,19720128, 50 ,20200211," 30,000,000 "," 21,895,922 ",0,,3,4,5,1,5,1,,0
0037201901436661,M,19671104, 55 ,20190528," 3,000,000 "," 24,377,579 ",0,,2,4,4,3,3,3,,0
0037201901166638,F,19670820, 55 ,20201107," 10,000,000 "," 22,361,114 ",0,,4,5,2,5,5,1,,0
0037201901269460,M,19710514, 51 ,20201104," 30,000,000 "," 25,900,899 ",0,,1,1,2,2,3,3,,0
0037201901096735,F,19810712, 41 ,20190308," 40,000,000 "," 12,563,611 ",0,,2,2,2,3,5,3,,0
0037202001289309,M,19881026, 34 ,20190813," 10,000,000 "," 21,046,372 ",0,,1,1,1,4,3,5,,0
0037202001164993,M,19620505, 60 ,20210508," 20,000,000 "," 8,772,262 ",0,,4,5,4,1,1,4,,0
0037202001040643,M,19700225, 52 ,20210727," 5,000,000 "," 6,416,264 ",0,,5,3,3,4,2,5,,0
0037201901409829,F,19861128, 36 ,20190621," 45,000,000 "," 19,064,817 ",1,,10,7,9,10,6,7,,19064817
0037201901154502,M,19750515, 47 ,20210512," 10,000,000 "," 22,261,999 ",0,,2,3,3,1,2,5,,0
0037202001107128,M,19880328, 34 ,20210226," 10,000,000 "," 24,452,262 ",0,,3,3,3,2,1,1,,0
0037202001130941,F,19670505, 55 ,20210928," 50,000,000 "," 9,084,179 ",0,,1,2,3,1,1,2,,0
0037202001150674,M,19701123, 52 ,20210416," 45,000,000 "," 19,870,686 ",0,,1,2,3,2,4,5,,0
0037201901458900,F,19990919, 23 ,20200426," 3,000,000 "," 16,982,235 ",1,,9,8,9,9,6,6,,16982235
0037201901233204,M,19810328, 41 ,20190416," 5,000,000 "," 17,905,458 ",0,,5,2,3,4,3,4,,0
0037201901462889,M,19860620, 36 ,20210226," 20,000,000 "," 29,274,423 ",1,,9,9,8,8,9,10,,29274423
0037202001138231,M,19710604, 51 ,20211201," 50,000,000 "," 22,696,572 ",0,,2,1,3,5,2,3,,0
0037201901131131,M,19581113, 64 ,20200210," 10,000,000 "," 20,918,299 ",0,,3,4,2,3,1,3,,0
0037201901118870,F,19910211, 31 ,20200611," 30,000,000 "," 12,044,310 ",0,,3,2,4,4,1,3,,0
0037201901257892,M,19760108, 46 ,20210805," 1,500,000 "," 12,065,760 ",0,,5,1,5,3,4,1,,0
0037202001098268,M,19830114, 39 ,20200904," 1,500,000 "," 18,598,195 ",0,,2,2,1,1,4,5,,0
0037201901364669,M,19861121, 36 ,20191229," 50,000,000 "," 26,033,797 ",0,,4,5,3,4,1,4,,0
0037202001127281,F,19690905, 53 ,20190412," 5,000,000 "," 8,261,945 ",0,,1,4,2,2,4,3,,0
0037201901143446,M,19681222, 54 ,20210306," 5,000,000 "," 21,453,373 ",0,,2,1,2,5,4,4,,0
0037201901106367,F,19950117, 27 ,20190619," 20,000,000 "," 15,771,718 ",0,,1,2,4,2,3,1,,0
0037202001135846,M,19710422, 51 ,20200620," 3,000,000 "," 6,026,322 ",0,,2,2,4,1,3,4,,0
0037201901391402,F,19611205, 61 ,20210419," 45,000,000 "," 14,091,401 ",0,,2,5,3,2,2,1,,0
0037201901209708,F,19801107, 42 ,20190103," 25,000,000 "," 16,284,402 ",0,,4,5,5,4,4,4,,0
0037201901377145,F,19810623, 41 ,20190826," 5,000,000 "," 15,541,387 ",0,,3,2,5,3,4,5,,0
0037201901439069,M,19631024, 59 ,20190703," 5,000,000 "," 21,170,655 ",0,,1,2,1,1,5,1,,0
0037201901385696,M,19930619, 29 ,20211111," 45,000,000 "," 26,939,409 ",1,,6,9,9,10,8,10,,26939409
0037201901152406,M,19681125, 54 ,20190513," 1,500,000 "," 5,076,332 ",0,,2,2,4,5,4,3,,0
0037202001093636,M,19731010, 49 ,20200310," 30,000,000 "," 17,843,080 ",0,,4,3,5,2,1,1,,0
0037201901106677,M,19640917, 58 ,20210506," 50,000,000 "," 2,165,269 ",0,,5,2,4,3,3,2,,0
0037201901118943,F,19841102, 38 ,20200603," 30,000,000 "," 20,720,584 ",1,,7,8,6,7,8,10,,20720584
0037202001307600,M,19690501, 53 ,20200702," 5,000,000 "," 2,627,808 ",0,,4,3,1,2,3,1,,0
0037201901125228,F,19750719, 47 ,20210905," 25,000,000 "," 28,559,197 ",0,,4,2,4,3,2,3,,0
0037201901203803,M,19901001, 32 ,20200924," 5,000,000 "," 27,514,765 ",0,,5,3,1,2,5,1,,0
0037202001168535,F,19800226, 42 ,20210226," 3,000,000 "," 8,601,567 ",0,,2,3,2,1,1,5,,0
0037201901102831,M,19830415, 39 ,20211016," 20,000,000 "," 11,487,898 ",0,,3,3,1,5,1,2,,0
0037202001122610,M,19850306, 37 ,20210217," 5,000,000 "," 9,804,072 ",0,,2,3,5,5,5,4,,0
0037201901162887,M,19810420, 41 ,20200225," 10,000,000 "," 16,185,492 ",0,,5,2,4,2,5,2,,0
0037201901276676,M,19780504, 44 ,20200615," 25,000,000 "," 3,306,247 ",0,,4,3,5,2,3,3,,0
0037201901227873,F,19590526, 63 ,20200913," 30,000,000 "," 24,113,603 ",0,,5,4,1,2,2,4,,0
0037201901356800,F,19731030, 49 ,20210325," 5,000,000 "," 29,878,241 ",0,,2,1,1,3,4,3,,0
0037201901143319,M,19741008, 48 ,20191119," 25,000,000 "," 22,468,672 ",0,,3,1,3,4,5,1,,0
0037201901092856,M,19840512, 38 ,20211228," 30,000,000 "," 1,330,537 ",0,,5,5,3,3,2,3,,0
0037201901107070,M,19801228, 42 ,20210422," 10,000,000 "," 15,930,884 ",0,,1,2,4,4,5,1,,0
0037201901094398,M,19661015, 56 ,20210805," 50,000,000 "," 13,708,409 ",0,,4,4,5,2,2,1,,0
0037202001072588,M,19850803, 37 ,20200911," 10,000,000 "," 25,034,048 ",0,,5,3,1,4,1,1,,0
0037201901246804,F,19591115, 63 ,20210806," 20,000,000 "," 9,648,756 ",0,,2,2,3,5,3,3,,0
0037201901316671,M,19900713, 32 ,20210812," 45,000,000 "," 28,263,510 ",0,,4,4,1,2,4,2,,0
0037201901394394,M,19721103, 50 ,20201211," 20,000,000 "," 9,836,144 ",0,,2,2,4,1,4,5,,0
0037202001173494,M,19851016, 37 ,20210511," 5,000,000 "," 18,912,083 ",0,,4,2,1,1,2,5,,0
0037201901224212,M,19801028, 42 ,20191120," 40,000,000 "," 15,388,828 ",0,,4,3,4,2,5,3,,0
0037201901317983,F,19750614, 47 ,20200819," 45,000,000 "," 20,813,219 ",0,,1,5,5,3,2,1,,0
0037202001093566,F,19840123, 38 ,20200707," 5,000,000 "," 1,536,060 ",0,,2,3,1,2,2,3,,0
0037202001253682,M,19750618, 47 ,20200504," 3,000,000 "," 6,534,941 ",0,,2,2,1,5,1,1,,0
0037201901143748,M,19420530, 80 ,20201206," 50,000,000 "," 26,607,992 ",0,,5,1,3,5,3,1,,0
0037201901147416,M,19640222, 58 ,20201208," 30,000,000 "," 16,712,585 ",0,,1,4,1,1,3,1,,0
0037201901113042,F,19870325, 35 ,20190922," 20,000,000 "," 13,187,270 ",0,,2,5,3,1,5,3,,0
0037201901126475,M,19800402, 42 ,20190731," 30,000,000 "," 7,087,465 ",0,,1,4,1,3,1,4,,0
0037202001016382,F,19900205, 32 ,20190324," 1,500,000 "," 23,455,629 ",0,,1,4,2,2,4,2,,0
0037201901114590,M,19670217, 55 ,20210802," 10,000,000 "," 24,552,769 ",0,,1,5,2,5,2,5,,0
0037201901181977,F,19611202, 61 ,20210427," 1,500,000 "," 4,358,703 ",0,,3,3,1,4,5,5,,0
0037201901423025,M,19881207, 34 ,20200915," 30,000,000 "," 27,454,937 ",0,,3,2,5,3,3,1,,0
0037202001007591,M,19791227, 43 ,20191027," 50,000,000 "," 14,776,272 ",0,,1,3,5,1,2,4,,0
0037202001301698,M,19910413, 31 ,20190507," 45,000,000 "," 15,485,193 ",0,,1,1,2,1,1,5,,0
0037202001198602,M,19700821, 52 ,20190928," 25,000,000 "," 16,432,136 ",0,,4,1,4,1,2,3,,0
0037202001040620,M,19700225, 52 ,20200915," 40,000,000 "," 19,788,675 ",0,,2,5,2,2,2,5,,0
0037201901427190,M,19830130, 39 ,20210914," 25,000,000 "," 11,004,395 ",0,,1,2,3,4,1,3,,0
0037201901141707,F,19741115, 48 ,20210721," 1,500,000 "," 28,087,153 ",0,,2,2,2,2,4,4,,0
0037201901157050,M,19750610, 47 ,20200101," 5,000,000 "," 12,134,946 ",0,,1,1,1,3,2,4,,0
0037201901127040,M,19781210, 44 ,20190106," 30,000,000 "," 9,751,696 ",0,,3,2,1,4,5,3,,0
0037202001185510,F,19701222, 52 ,20200817," 50,000,000 "," 1,600,539 ",0,,3,4,3,1,2,4,,0
0037202001278619,M,19570725, 65 ,20191003," 30,000,000 "," 2,853,298 ",0,,5,5,5,2,4,2,,0
0037201901136236,M,19640212, 58 ,20190226," 1,500,000 "," 22,241,793 ",0,,5,4,1,4,4,1,,0
0037202001299535,F,19630405, 59 ,20211107," 45,000,000 "," 13,027,697 ",0,,2,5,1,3,3,4,,0
0037201901147430,M,19640222, 58 ,20200327," 45,000,000 "," 8,335,486 ",0,,4,4,5,1,3,1,,0
0037201901451942,F,19620420, 60 ,20191209," 20,000,000 "," 12,461,163 ",0,,2,5,5,5,4,4,,0
0037201901355773,M,19630616, 59 ,20190425," 25,000,000 "," 24,827,023 ",0,,5,4,5,3,5,3,,0
0037201901108695,M,19651224, 57 ,20190608," 10,000,000 "," 15,827,600 ",0,,5,3,4,5,4,5,,0
0037201901272180,M,19751221, 47 ,20200206," 20,000,000 "," 2,404,752 ",0,,1,2,4,2,5,2,,0
0037201901095094,F,19721217, 50 ,20210516," 25,000,000 "," 28,080,252 ",0,,3,5,1,1,4,4,,0
0037202001269614,M,19860204, 36 ,20200407," 3,000,000 "," 14,170,213 ",0,,1,3,3,5,2,1,,0
0037202001134240,F,19710506, 51 ,20200912," 1,500,000 "," 6,097,049 ",0,,5,3,2,2,4,2,,0
0037201901121786,M,19540903, 68 ,20191104," 3,000,000 "," 1,522,570 ",0,,2,2,2,5,5,1,,0
0037201901094907,M,19711115, 51 ,20190302," 20,000,000 "," 12,324,781 ",0,,1,5,4,1,3,4,,0
0037201901116842,M,19721226, 50 ,20200617," 5,000,000 "," 19,558,478 ",1,,8,10,10,7,9,7,,19558478
0037201901255420,M,19690314, 53 ,20191113," 1,500,000 "," 6,154,588 ",0,,4,4,2,2,4,4,,0
0037202001161404,M,19670811, 55 ,20200115," 5,000,000 "," 11,126,612 ",0,,3,1,3,1,5,5,,0
0037201901089919,F,19831212, 39 ,20200402," 5,000,000 "," 21,571,285 ",0,,5,4,2,2,1,4,,0
0037201901279011,M,19680910, 54 ,20200303," 3,000,000 "," 15,229,126 ",0,,2,4,1,3,3,4,,0
0037201901143377,M,19750411, 47 ,20210926," 30,000,000 "," 14,075,990 ",0,,4,5,5,4,4,4,,0
0037201901230656,M,19610725, 61 ,20191203," 30,000,000 "," 9,518,437 ",0,,4,3,3,4,3,3,,0
0037202001182100,F,19870214, 35 ,20210616," 3,000,000 "," 11,860,607 ",0,,4,3,2,2,2,2,,0
0037201901092759,M,19770205, 45 ,20210412," 40,000,000 "," 21,214,351 ",0,,5,1,5,1,1,2,,0
0037201901291443,M,19730720, 49 ,20210625," 5,000,000 "," 7,038,433 ",0,,1,4,5,3,2,4,,0
0037201901096268,M,19900113, 32 ,20200113," 20,000,000 "," 7,067,200 ",0,,3,1,3,1,2,3,,0
0037201901174659,M,19780303, 44 ,20210924," 3,000,000 "," 3,257,209 ",1,,9,10,7,8,7,8,,3257209
0037201901455980,M,19570817, 65 ,20200613," 25,000,000 "," 3,169,018 ",0,,3,3,4,3,2,1,,0
0037201901163611,M,19930619, 29 ,20200222," 50,000,000 "," 9,073,476 ",0,,1,2,1,4,1,1,,0
0037202001304497,F,19960807, 26 ,20210621," 45,000,000 "," 19,206,494 ",0,,4,2,1,2,4,2,,0
0037202001095177,M,19710510, 51 ,20190601," 20,000,000 "," 22,690,664 ",0,,4,5,1,3,5,2,,0
0037201901153092,M,19631221, 59 ,20210809," 5,000,000 "," 25,705,392 ",0,,4,3,5,5,5,4,,0
0037202001183994,M,19831109, 39 ,20200914," 3,000,000 "," 22,322,117 ",0,,4,5,2,4,2,1,,0
0037201901133947,F,19850413, 37 ,20190427," 30,000,000 "," 17,730,300 ",0,,5,5,2,2,4,4,,0
0037202001165976,M,19711005, 51 ,20201010," 25,000,000 "," 4,483,519 ",0,,1,1,3,4,1,2,,0
0037201901127705,M,19740315, 48 ,20211001," 5,000,000 "," 20,365,935 ",0,,3,5,5,5,1,1,,0
0037201901121040,F,19750810, 47 ,20210908," 3,000,000 "," 1,258,091 ",0,,3,4,5,1,5,2,,0
0037202001072206,M,19741228, 48 ,20191018," 10,000,000 "," 2,858,013 ",0,,5,1,1,2,3,4,,0
0037201901479874,M,19790302, 43 ,20190816," 50,000,000 "," 1,952,739 ",0,,1,1,5,4,4,2,,0
0037201901411365,M,19700220, 52 ,20210716," 1,500,000 "," 7,688,522 ",0,,5,2,1,5,1,5,,0
0037201901115718,M,19720903, 50 ,20201027," 10,000,000 "," 22,471,757 ",0,,2,4,1,1,5,1,,0
0037201901130015,M,19930817, 29 ,20190807," 5,000,000 "," 1,552,804 ",0,,2,5,1,1,3,3,,0
0037201901359576,M,19810602, 41 ,20200916," 25,000,000 "," 5,628,961 ",0,,1,2,3,5,1,1,,0
0037201901289980,F,19660210, 56 ,20200316," 40,000,000 "," 18,587,887 ",0,,1,2,2,4,3,3,,0
0037202001006962,M,19910402, 31 ,20190910," 3,000,000 "," 26,723,765 ",0,,4,4,5,3,5,5,,0
0037201901139919,F,19780119, 44 ,20200622," 40,000,000 "," 26,558,085 ",0,,3,2,2,3,2,1,,0
0037201901436186,M,19760502, 46 ,20210514," 30,000,000 "," 29,642,617 ",0,,4,3,1,1,3,1,,0
0037201901435451,M,19731225, 49 ,20201012," 45,000,000 "," 24,652,512 ",0,,4,5,1,2,1,5,,0
0037201901115492,M,19721109, 50 ,20210903," 40,000,000 "," 9,014,501 ",0,,3,5,2,5,4,2,,0
0037202001293583,F,19581209, 64 ,20191227," 50,000,000 "," 9,648,124 ",0,,2,4,3,3,1,4,,0
0037201901119833,M,19840606, 38 ,20200408," 3,000,000 "," 5,538,122 ",0,,4,4,4,5,2,4,,0
0037201901109572,M,19820117, 40 ,20210921," 3,000,000 "," 11,181,019 ",0,,3,1,3,5,2,3,,0
0037202001155196,F,19790205, 43 ,20210406," 30,000,000 "," 9,391,869 ",0,,5,5,1,2,3,1,,0
0037202001153914,F,19801105, 42 ,20190120," 25,000,000 "," 22,863,387 ",0,,1,2,4,2,1,2,,0
0037202001138779,F,19940907, 28 ,20200520," 45,000,000 "," 7,177,119 ",0,,5,4,4,1,1,3,,0
0037201901419761,F,19690318, 53 ,20191125," 50,000,000 "," 24,803,946 ",0,,3,2,2,4,1,3,,0
0037202001162635,M,19810130, 41 ,20210721," 40,000,000 "," 19,591,454 ",0,,5,3,1,5,4,3,,0
0037202001197254,F,19710226, 51 ,20190516," 10,000,000 "," 26,024,111 ",0,,5,5,5,1,4,3,,0
0037201901304607,M,19801009, 42 ,20201029," 1,500,000 "," 1,464,529 ",0,,3,3,2,4,3,2,,0
0037202001109212,M,19761204, 46 ,20190527," 1,500,000 "," 25,704,386 ",0,,3,4,3,1,1,5,,0
0037201901226439,M,19850208, 37 ,20191019," 10,000,000 "," 10,157,091 ",0,,1,1,5,3,3,1,,0
0037201901338485,F,19800803, 42 ,20200106," 3,000,000 "," 13,682,571 ",0,,4,1,1,4,2,2,,0
0037201901460255,M,19700618, 52 ,20210727," 45,000,000 "," 23,778,199 ",0,,2,3,3,2,1,3,,0
0037201901116996,M,19810202, 41 ,20201218," 20,000,000 "," 10,550,555 ",0,,2,4,3,1,2,4,,0
0037201901257598,M,19840227, 38 ,20200905," 10,000,000 "," 1,456,097 ",1,,6,9,9,7,9,8,,1456097
0037202001115027,M,19900105, 32 ,20190723," 25,000,000 "," 28,434,893 ",0,,4,2,3,2,5,2,,0
